year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,salemonth,saleyear
2006,Jeep,Liberty,Limited,SUV,,1j4gl58k46w238197,oh,19,106146,gray,gray,wells fargo financial acceptance,5975,3500,12,2014
2006,Kia,Sedona,EX,Minivan,automatic,kndmb233x66048527,fl,,145908,—,gray,gettel hyundai,2350,1500,12,2014
2006,Kia,Spectra,EX,Sedan,automatic,knafe121465250003,fl,,106402,black,gray,ocean honda,2900,3200,12,2014
2006,Jeep,Commander,Limited,SUV,,1j8hh58296c253378,in,3,110152,black,gray,remarketing by ge/flagship credit acceptance,8450,6000,2,2015
2006,Jeep,Liberty,Sport,SUV,automatic,1j4gk48k36w151369,tx,31,113877,burgundy,gray,supreme fcu,4575,7200,12,2014
2006,lexus,gx,470,,automatic,jtjbt20x760115452,ga,1,149920,blue,beige,remarketing by ge/united traders inc,13350,12000,12,2014
2006,Lexus,RX 330,Base,SUV,automatic,2t2ha31u76c109360,il,,170770,black,—,lexus of orland,8675,11100,12,2014
2006,MINI,Cooper,Base,Hatchback,automatic,wmwrc33596tk16991,tx,28,75780,green,black,tdaf remarketing,5725,4400,2,2015
2006,Lincoln,Zephyr,Base,Sedan,automatic,3lnhm26146r613567,mn,,168894,black,black,village chev co,1900,2900,12,2014
2006,Lexus,RX 330,Base,SUV,automatic,2t2ha31u66c094298,ga,22,83840,silver,gray,germain lexus,12600,10600,1,2015
2006,land rover,range,rover 4.2l s/c,,automatic,salmf13456a226518,az,,58771,gray,beige,menaul auto sales inc,20400,17600,12,2014
2006,Lexus,IS 250,Base,Sedan,automatic,jthbk262065023117,sc,38,101610,black,tan,andrew thomas motorcars,9450,10000,1,2015
2006,lincoln,town,car exec l liv,,automatic,1lnhm84w46y620134,il,,167906,black,—,metro lease corp,2175,1800,12,2014
2006,Lincoln,LS,Sport,Sedan,,1lnfm87a66y640814,il,,101419,gold,—,chignoli auto sales inc,3825,4800,12,2014
2006,Lexus,GS 300,Base,Sedan,automatic,jthch96s260004660,nc,36,133067,black,gray,santander consumer,9225,10200,12,2014
2006,Lexus,IS 350,Base,Sedan,,jthbe262965009417,pa,,68950,white,—,euro motorcars inc,13000,12300,12,2014
2006,Lincoln,Navigator,Luxury,SUV,,5lmfu28556lj18183,nj,2,101698,silver,black,financial services remarketing (lease),8950,3600,1,2015
2006,Lincoln,Mark LT,Base,Crew Cab,,5ltpw185x6fj12181,va,,166718,white,—,sheehy ford of warrenton,8750,8000,12,2014
2006,Lexus,GS 300,Base,Sedan,automatic,jthch96s560002045,wi,,170685,gray,gray,the car company llc,6900,5900,12,2014
2006,Lincoln,Zephyr,Base,Sedan,automatic,3lnhm26116r620525,sc,,82370,burgundy,tan,southern auto mart inc,6000,5500,12,2014
2006,Lexus,GS 300,Base,Sedan,automatic,jthbh96s765013143,fl,27,119038,gray,black,lauderdale infiniti,10750,10100,12,2014
2006,land rover,range,rover sport hse,,automatic,salsf25436a965493,wa,,96110,silver,beige,hudson auto center of bremerton,14600,13700,12,2014
2006,Lexus,RX 330,Base,SUV,automatic,2t2ha31u56c088766,pa,28,108076,gold,gray,lindsay lexus of alexandria,11400,10800,12,2014
2006,land rover,range,rover sport hse,,automatic,salsf25446a960044,fl,19,127915,beige,beige,mercedes benz of miami,12850,11400,12,2014
2006,Lincoln,Mark LT,Base,Crew Cab,automatic,5ltpw18566fj05972,ny,23,142524,black,gray,adk auto brokers inc,9675,8900,1,2015
2006,Lincoln,Town Car,Signature Limited,Sedan,,1lnhm82w16y631238,ga,1,278233,black,beige,titlemax/mableton ga1,2100,1100,12,2014
2006,Lincoln,Navigator,Luxury,SUV,automatic,5lmfu27596lj05843,ga,,114753,silver,gray,young motors llc,6400,8700,12,2014
2006,MINI,Cooper,Base,Hatchback,automatic,wmwrc33506tj74338,il,25,112853,yellow,gray,whites auto sales llc,3750,4100,12,2014
2006,lexus,gx,470,,automatic,jtjbt20xx60124419,ga,35,72235,gold,tan,young motors llc,16300,17700,12,2014
2006,MINI,Cooper,Base,Convertible,automatic,wmwrf33596tg16026,il,,32423,green,—,mini of chicago,6375,7500,12,2014
2006,Lincoln,LS,Sport,Sedan,automatic,1lnfm87a56y627326,tx,,1,beige,tan,afs acceptance llc,6175,500,12,2014
2006,,,,,automatic,salsh23476a927844,mi,22,182249,silver,black,jeffs motorcars inc,8500,9300,3,2015
2006,Lexus,IS 250,Base,Sedan,automatic,jthbk262865024872,ga,,107417,gold,tan,townsend used cars llc,10000,10600,12,2014
2006,Lexus,IS 350,Base,Sedan,automatic,jthbe262365010904,ga,,149006,silver,gray,konor autos,8875,8100,12,2014
2006,Lincoln,Zephyr,Base,Sedan,automatic,3lnhm26106r650700,mn,19,181219,beige,gray,exeter finance corp,1300,2100,12,2014
2006,Lexus,IS 250,Base,Sedan,automatic,jthbk262565007026,ga,,133488,silver,beige,car nation,8925,7300,12,2014
2006,land rover,lr3,v8 se,,automatic,salad25426a363279,az,,142162,black,black,bell ford inc,6975,5800,12,2014
2006,Lexus,LS 430,Base,Sedan,automatic,jthbn36f465047260,in,27,133504,white,tan,first class car company,11700,11400,12,2014
2006,land rover,range,rover 4.2l s/c,,automatic,salmf13476a229100,az,21,215097,black,tan,repo remarketing/vantage west credit union,8275,4500,12,2014
2006,land rover,range,rover hse,,automatic,salme15446a206812,ga,,125402,green,gray,j d kendrick & sons inc,9750,8000,12,2014
2006,Lincoln,Zephyr,Base,Sedan,automatic,3lnhm26156r623833,oh,3,144391,black,black,santander consumer,3125,2600,12,2014
2006,land rover,range,rover sport hse,,automatic,salsf25416a916356,pa,36,83758,silver,beige,universal auto gallery inc,15150,15600,12,2014
2006,Lexus,IS 250,Base,Sedan,automatic,jthck262765004715,ga,,127233,blue,black,kar net inc,8450,7500,12,2014
2006,Lexus,LS 430,Base,Sedan,automatic,jthbn36f065051306,fl,,115203,white,beige,coconut creek auto mall,12700,13300,12,2014
2006,land rover,range,rover hse,,automatic,salme15486a210894,va,27,141453,silver,beige,blue knob auto sales inc,8300,8400,12,2014
2006,Lexus,RX 400h,Base,SUV,,jtjhw31u262006414,pa,,139217,black,—,bmw of sterling,9075,8000,12,2014
2006,Lexus,ES 330,Base,Sedan,automatic,jthba30g665164285,fl,35,61990,burgundy,tan,hyundai of wesley chapel,10850,8200,12,2014
2006,land rover,range,rover sport hse,,automatic,salsf25486a966980,ga,23,105890,blue,tan,manheim auctions,14200,14600,12,2014
2006,land rover,range,rover sport hse,,automatic,salsf254x6a923046,il,,76225,gray,—,howard orloff imports inc,16000,15200,12,2014
2006,Lexus,IS 350,Base,Sedan,automatic,jthbe262862002296,ga,,119984,black,black,townsend used cars llc,10350,10200,12,2014
2006,Lexus,ES 330,Base,Sedan,automatic,jthba30g865163719,mo,,137105,silver,—,premier auto llc,6750,7500,12,2014
2006,lexus,lx,470,,automatic,jtjht00w164010310,il,35,116694,black,beige,lexus of orland,19050,16500,12,2014
2006,,,,,automatic,salae25406a366288,fl,23,116444,silver,black,nicholas financial inc/clearwater,7550,7500,1,2015
2006,,,,,automatic,salsf25446a947231,fl,,102061,white,black,bmw of monrovia,14150,14300,12,2014
2006,Lincoln,LS,Sport,Sedan,automatic,1lnfm87a86y607653,tx,,96282,white,gray,wisdom motor company,4000,5400,12,2014
2006,Lexus,RX 400h,Base,SUV,automatic,jtjhw31u560020898,fl,19,126423,gray,black,wayne akers ford inc,9775,7500,12,2014
2006,Lincoln,Zephyr,Base,Sedan,automatic,3lnhm26116r663911,wi,,129360,red,tan,millennium motor sales inc,3800,4100,12,2014
2006,,,,,automatic,salsf254x6a908370,il,,93064,black,—,new rogers pontiac inc,14650,11000,12,2014
2006,Lincoln,Navigator,Luxury,SUV,automatic,5lmfu28586lj27461,oh,25,114095,silver,tan,united auto credit/newport beach,7850,1400,12,2014
2006,,,,,automatic,jtjbt20x460102609,ga,39,100428,green,beige,young motors llc,14400,13800,1,2015
2006,,,,,automatic,jtjbt20x260117495,ga,35,136488,off-white,tan,carworks inc,12800,13000,3,2015
2006,Lexus,IS 250,Base,Sedan,manual,jthbk262962006740,wa,25,204195,silver,black,acura of seattle,5825,6000,12,2014
2006,,,,,automatic,salsh23416a934739,ga,,119703,blue,tan,regal nissan inc,13750,12000,12,2014
2006,,,,,automatic,salme15406a219475,va,34,92831,green,tan,land rover of alexandria,12850,14000,3,2015
2006,Lexus,IS 250,Base,Sedan,automatic,jthbk262065010366,fl,,147656,silver,black,tmt auto wholesale inc,8375,7100,12,2014
2006,land rover,lr3,v8 hse,,automatic,salag25466a389651,la,29,85670,black,beige,dow louisiana fcu,9450,9200,12,2014
2006,Lincoln,Navigator,Luxury,SUV,automatic,5lmfu28516lj28791,ny,,107854,gray,gray,carriage traders,8025,3700,12,2014
2006,,,,,automatic,salmf134x6a216101,il,25,114602,white,tan,primus automotive financial services,13050,10400,1,2015
2006,Lincoln,Navigator,Luxury,SUV,automatic,5lmfu28566lj00372,fl,,105780,black,beige,autobuy,8150,8400,12,2014
2006,Lexus,ES 330,Base,Sedan,automatic,jthba30g865159394,az,,190464,silver,black,yates buick gmc inc,2450,4200,12,2014
2006,land rover,range,rover sport hse,,automatic,salsf25466a924694,la,,89917,red,—,moss motors,14800,12200,12,2014
2006,land rover,range,rover sport s/c,,automatic,salsh23416a932117,fl,31,144190,silver,gray,andrew thomas motorcars,11850,12900,12,2014
2006,Lincoln,Mark LT,Base,Crew Cab,automatic,5ltpw18536fj20963,mi,3,98904,silver,black,jepson car co llc,13550,12900,12,2014
2006,land rover,range,rover sport hse,,automatic,salsf25496a932949,mn,27,113624,black,black,land rover minneapolis,13800,11400,12,2014
2006,Lincoln,Zephyr,Base,Sedan,automatic,3lnhm26176r621243,va,23,112678,black,gray,lenders assistance corporation,4600,3900,12,2014
2006,land rover,rrs,hse hse,,automatic,salsd25476a904637,fl,25,109679,green,gray,dors auto sales inc,12450,12000,12,2014
2006,land rover,range,rover 4.2l s/c,,,salmf13436a207885,pa,,86094,black,—,robert ss auto sales inc,17050,16400,12,2014
2006,Lincoln,Navigator,Luxury,SUV,automatic,5lmfu285x6lj02495,nj,29,76787,brown,beige,ford-lincoln dealer program,10650,9800,1,2015
2006,Lexus,RX 330,Base,SUV,automatic,2t2ga31u26c051833,ga,37,95380,white,tan,herrin gear chevrolet co inc,11250,12200,12,2014
2006,Lexus,RX 400h,Base,SUV,automatic,jtjhw31u760019400,nv,26,124568,silver,black,autofinders inc,9000,10200,1,2015
2006,Lincoln,Zephyr,Base,Sedan,automatic,3lnhm26146r607834,nj,27,120870,black,tan,lester glenn buick,4250,4400,2,2015
2006,Lincoln,Mark LT,Base,Crew Cab,automatic,5ltpw18556fj06630,tx,35,141745,silver,tan,dfw auto choice,10800,11300,12,2014
2006,Lexus,IS 250,Base,Sedan,manual,jthbk262x62008898,nc,28,129091,silver,gray,primeritus remarketing/coastal fcu,9100,6500,12,2014
2006,Lexus,RX 400h,Base,SUV,automatic,jtjhw31ux60016913,fl,27,127443,black,black,autonation nissan kendall,9400,8400,12,2014
2006,Lexus,RX 330,Base,SUV,automatic,jtjha31u260104451,co,,98356,blue,gray,norfolk motors,11650,12900,12,2014
2006,Lincoln,Navigator,Luxury,SUV,automatic,5lmfu27516lj20594,fl,,155360,gray,gray,off lease only inc,3900,4100,12,2014
2006,land rover,lr3,v8 hse,,automatic,salag25426a391333,fl,,131218,gray,beige,sell your car here,7800,7000,12,2014
2006,Lexus,RX 400h,Base,SUV,automatic,jtjhw31ux60004163,fl,,65699,white,tan,braman motorcars of jupiter,13300,14400,12,2014
2006,Lexus,RX 400h,Base,SUV,automatic,jtjgw31u660001692,fl,,112192,white,tan,dick norris buick gmc palm harbor,9200,11700,12,2014
2006,Lincoln,Navigator,Luxury,SUV,automatic,5lmfu28506lj10976,nc,,130327,white,tan,lee chrysler dodge jeep ram,6650,7000,12,2014
2006,land rover,lr3,v8 se,,automatic,salad25486a364551,sc,37,104694,silver,black,dreamcarsource.com llc,8550,6100,12,2014
2006,Lexus,RX 400h,Base,SUV,automatic,jtjhw31u560010890,nj,27,100496,gray,gray,remarketing by ge/nextgear capital,10550,9000,1,2015
2006,Lexus,RX 330,Base,SUV,automatic,2t2ha31u16c090823,il,,99035,silver,—,lexus of merrillville,11600,12000,12,2014
2006,Lexus,RX 330,Base,SUV,automatic,2t2ha31u06c088108,il,,221803,beige,—,chignoli auto sales inc,7250,7800,12,2014
2006,,,,,automatic,salmf13426a224564,nj,32,81933,gray,black,friedman's financial group llc,16400,13000,1,2015
2006,Lexus,IS 250,Base,Sedan,automatic,jthck262465003330,il,27,108321,blue,black,wells fargo dealer services,9350,9200,12,2014
2006,Lexus,IS 250,Base,Sedan,automatic,jthbk262465012945,nv,,151191,blue,—,lexus of las vegas,8250,7600,12,2014
2006,Lincoln,Navigator,Luxury,SUV,,5lmfu285x6lj06157,az,,120873,white,—,chapman chevrolet llc,7175,8700,12,2014
2006,land rover,range,rover sport s/c,,automatic,salsh23466a950919,pa,34,38970,gray,black,bard whls,21000,22500,12,2014
2006,Lexus,IS 350,Base,Sedan,automatic,jthbe262465007574,nc,39,107294,silver,black,crossroads ford inc,11050,11900,12,2014
2006,Lexus,RX 400h,Base,SUV,automatic,jtjhw31u560007990,nj,27,145648,gray,gray,terryville chevrolet llc,9100,8700,1,2015
2006,Lexus,GS 300,Base,Sedan,automatic,jthbh96s165026678,mn,35,99223,silver,gray,bmw of minnetonka,10900,10000,1,2015
2006,lincoln,town,car sig ltd,,automatic,1lnhm82v36y623438,fl,,90687,white,beige,auto brokers of tampa bay inc,5700,6800,12,2014
2006,Lexus,GS 300,Base,Sedan,automatic,jthbh96s665000111,ga,,93493,white,gray,davis automotive,11950,13200,12,2014
2006,MINI,Cooper,S,Hatchback,automatic,wmwre33586tj37287,ca,,135020,white,—,cnc motors inc,4075,3700,12,2014
2006,Mercedes-Benz,E-Class,E350,Sedan,automatic,wdbuf56j76a866728,az,3,137804,silver,gray,honor finance corporation,5725,3100,2,2015
2006,Mercedes-Benz,M-Class,ML350,SUV,automatic,4jgbb86ex6a088784,ny,,84468,gray,gray,della honda of glens falls,10650,10000,12,2014
2006,Mercedes-Benz,CLS-Class,CLS500,Sedan,automatic,wdddj75x96a029504,fl,36,105538,silver,black,car collection of tampa inc,12800,13100,12,2014
2006,Mercedes-Benz,CLS-Class,CLS500,Sedan,automatic,wdddj75x76a039609,fl,3,99105,blue,gray,mercedes benz of tampa,13300,12800,12,2014
2006,Mercedes-Benz,E-Class,E320 CDI,Sedan,automatic,wdbuf26j86a858832,va,24,95915,black,gray,toyota of stafford,11400,7600,12,2014
2006,Mercedes-Benz,CLK-Class,CLK500,Convertible,automatic,wdbtk75g16t057867,tn,35,134427,silver,black,harold mathews nissan inc,8425,9300,12,2014
2006,Mazda,MPV,LX,Minivan,automatic,jm3lw28a760568699,in,21,112228,blue,gray,fiserv,2975,1200,12,2014
2006,Mercedes-Benz,C-Class,C230 Sport,Sedan,automatic,wdbrf52h16e020905,fl,,99990,silver,black,goval auto sales inc,5975,5500,12,2014
2006,Mercedes-Benz,E-Class,E350,Sedan,automatic,wdbuf56j56a862676,fl,19,127274,gray,beige,mercedes-benz of pompano,6675,6400,12,2014
2006,Mercedes-Benz,E-Class,E350 4MATIC,Sedan,automatic,wdbuf87j86x191954,ma,27,81994,silver,black,mobico auto,8150,10200,1,2015
2006,Mercedes-Benz,CLK-Class,CLK350,Coupe,automatic,wdbtj56j46f167036,tx,34,80345,silver,gray,dbj autos,8700,8300,12,2014
2006,Mercedes-Benz,CLK-Class,CLK350,Convertible,automatic,wdbtk56g56t069653,mo,27,56552,gray,tan,remarketing by ge/manheim kansas city,10850,12500,12,2014
2006,mazda,rx8,,,,jm1fe173560202357,pa,,93628,gray,black,financial services remarketing (lease),3575,1800,12,2014
2006,Mazda,Mazda6,s,Sedan,automatic,1yvhp80d565m22559,ut,,102136,silver,—,silver line auto llc,3825,5000,12,2014
2006,Mercedes-Benz,C-Class,C280 Luxury 4MATIC,Sedan,,wdbrf92hx6f811144,pa,26,96314,red,beige,remarketing by ge/manheim pennsylvania,6200,4600,12,2014
2006,Mercedes-Benz,C-Class,C230 Sport,Sedan,automatic,wdbrf52h26f805797,tx,27,118416,beige,gray,ford-lincoln dealer program,5225,5300,12,2014
2006,Mazda,Mazda3,s,Hatchback,,jm1bk143961483326,on,31,150427,gray,black,coconut grove national leasing,3300,3850,12,2014
2006,Mercedes-Benz,C-Class,C230 Sport,Sedan,automatic,wdbrf52h46f834671,va,25,99649,black,beige,dt credit corporation,5975,8300,12,2014
2006,Mercedes-Benz,C-Class,C280 Luxury 4MATIC,Sedan,,wdbrf92hx6f752807,pa,21,107791,gray,black,kly international,5775,6500,12,2014
2006,Mercedes-Benz,C-Class,C230 Sport,Sedan,,wdbrf52h66a877132,pa,35,100161,black,black,mpm auto traders,5550,6100,1,2015
2006,Mazda,Mazda3,s,Hatchback,,jm1bk143261435974,ab,,,black,—,go auto outlet west,2125,1150,12,2014
2006,Mercedes-Benz,C-Class,C280 Luxury 4MATIC,Sedan,automatic,wdbrf92h56f767683,mo,27,131579,white,gray,baron bmw baron mini,4775,6200,12,2014
2006,Mercedes-Benz,E-Class,E350,Sedan,automatic,wdbuf56j56a802753,wa,,87540,silver,gray,drexel auto sales,7975,7800,12,2014
2006,Mercedes-Benz,CLS-Class,CLS500,Sedan,,wdddj75x56a078392,va,,95445,silver,—,mercedes benz of fredericksburg,13600,13800,12,2014
2006,Mazda,Mazda6,s,Sedan,,1yvhp80dx65m50213,fl,,97999,red,—,diaz and sons auto sales inc,3950,5000,12,2014
2006,Mercedes-Benz,CL-Class,CL55 AMG,Coupe,,wdbpj74j06a046873,pa,39,55607,black,black,tsj auto brokers inc,19800,19300,12,2014
2006,mazda,rx8,,,automatic,jm1fe173760204997,nc,25,66617,gray,gray,coastal credit llc/virginia beach/virginia beac,4100,5700,1,2015
2006,Mercedes-Benz,CLK-Class,CLK350,Convertible,automatic,wdbtk56g36t058702,fl,28,70472,silver,black,paul bradley motor cars,9550,8300,12,2014
2006,,,,,automatic,4f2cz96136km01630,pa,19,137973,gray,black,j magnone auto group llc,2900,1800,2,2015
2006,,,,,,wddfh33x86j055785,on,,153991,black,—,northstar fine cars inc,3675,2100,12,2014
2006,Mercedes-Benz,CLK-Class,CLK350,Coupe,automatic,wdbtj56j86f187421,ga,34,66217,blue,tan,mercedes benz of buckhead,9475,9700,12,2014
2006,Mazda,MX-5 Miata,Base,Convertible,,jm1nc25f160104253,tx,,70310,black,—,all american chevrolet of killeen,7600,4200,12,2014
2006,Mercedes-Benz,E-Class,E350 4MATIC,Wagon,,wdbuh87jx6x177824,pa,36,90064,silver,black,alans autos,7300,10400,1,2015
2006,Mazda,MX-5 Miata,Base,Convertible,manual,jm1nc25f560111707,tx,,60203,black,—,bmw of san antonio,8050,5000,12,2014
2006,Mercedes-Benz,E-Class,E55 AMG,Sedan,,wdbuf76j66a831657,fl,,83701,silver,—,andrew thomas motorcars,15050,15000,12,2014
2006,MINI,Cooper,S,Hatchback,automatic,wmwre33576tj36678,pa,,74509,red,—,kelemen carrs,6025,6400,12,2014
2006,Mercedes-Benz,M-Class,ML350,SUV,automatic,4jgbb86e26a024609,nv,,107603,black,—,fairway chevrolet,9850,9400,12,2014
2006,Mercedes-Benz,CLK-Class,CLK500,Coupe,,wdbtj75j96f178675,pa,39,49605,black,black,sports car leasing,9175,12500,12,2014
2006,Mercedes-Benz,C-Class,C280 Luxury 4MATIC,Sedan,automatic,wdbrf92h06f783564,nj,,107985,blue,—,j and c inc,5750,5800,12,2014
2006,Mazda,Tribute,i,SUV,automatic,4f2yz02z16km21453,nc,,137013,black,—,marine chevrolet cadillac,3950,2000,12,2014
2006,Mercedes-Benz,C-Class,C280 Luxury 4MATIC,Sedan,automatic,wdbrf92h16f819584,fl,,107622,silver,gray,o'steen volkswagen,5775,5600,12,2014
2006,MINI,Cooper,S,Hatchback,,wmwre335x6tj38991,nj,,113683,off-white,—,precision automtve sls inc,4750,3400,12,2014
2006,Maserati,Quattroporte,Base,Sedan,automatic,zamce39a460024964,tx,29,26076,burgundy,beige,tdaf remarketing,24100,16500,12,2014
2006,Mercedes-Benz,CLS-Class,CLS500,Sedan,automatic,wdddj75x96a007969,nv,3,54864,silver,black,las vegas motorcars llc,16750,17200,12,2014
2006,Mercedes-Benz,E-Class,E350,Wagon,automatic,wdbuh56j06a873952,fl,,50939,silver,black,autobuy,12700,12300,12,2014
2006,MINI,Cooper,S,Hatchback,automatic,wmwre33506tj35839,va,36,146649,white,gray,shirlie slack mitsubishi,3650,4500,1,2015
2006,Mercedes-Benz,C-Class,C280 Luxury 4MATIC,Sedan,automatic,wdbrf92h26f779287,mn,35,89451,white,beige,santander consumer,6450,6500,12,2014
2006,Mercedes-Benz,E-Class,E350,Sedan,automatic,wdbuf56j56a928188,fl,29,84783,gray,beige,remarketing by ge/drivetime,8525,6500,12,2014
2006,Mercedes-Benz,C-Class,C230 Sport,Sedan,automatic,wdbrf52hx6a869647,va,24,93628,burgundy,gray,safford chrysler jeep dodge of springfield,6225,5100,12,2014
2006,Mercedes-Benz,E-Class,E350,Sedan,automatic,wdbuf56j16a818058,nc,,56977,gold,tan,crown bmw,8825,10700,12,2014
2006,Mercedes-Benz,C-Class,C280 Luxury 4MATIC,Sedan,,wdbrf92h66f750195,il,,100509,gray,—,mercedes benz of chicago,6025,6300,12,2014
2006,Mazda,Mazda3,s,Sedan,automatic,jm1bk324161445564,ny,,104620,gray,black,destination nissan,4375,3900,12,2014
2006,MINI,Cooper,Base,Hatchback,manual,wmwrc33556tk67971,nc,26,116581,white,black,santander consumer,3625,2500,12,2014
2006,Mazda,Mazda6,s,Sedan,automatic,1yvhp80d265m02446,nc,31,72009,silver,gray,manheim fredericksburg,4600,2900,12,2014
2006,Mercedes-Benz,M-Class,ML350,SUV,automatic,4jgbb86e26a069906,il,,91244,gold,black,fields imports inc,10400,7900,12,2014
2006,Mercedes-Benz,M-Class,ML350,SUV,automatic,4jgbb86e56a121187,ga,3,90710,silver,gray,capital eurocars inc,10200,9300,12,2014
2006,Mercedes-Benz,C-Class,C230 Sport,Sedan,automatic,wdbrf52hx6f829233,mo,,107245,black,—,rock auto kc inc,5675,5200,12,2014
2006,Mercedes-Benz,M-Class,ML350,SUV,automatic,4jgbb86e36a112312,il,,82019,silver,—,signature auto enterprises inc,10450,12000,12,2014
2006,mazda,tribute,4wd i,,automatic,4f2yz94126km24261,nj,,129116,black,—,mallen enterprises inc,2775,4400,12,2014
2006,Mercedes-Benz,E-Class,E350 4MATIC,Sedan,automatic,wdbuf87j86x200975,ga,25,137980,black,beige,mercedes benz of buckhead,6350,6300,12,2014
2006,Mercedes-Benz,CLS-Class,CLS500,Sedan,automatic,wdddj75x06a057496,tx,37,93897,blue,beige,jpmorgan chase bank n.a.,13150,11000,1,2015
2006,Mercedes-Benz,E-Class,E350,Sedan,automatic,wdbuf56j56a820587,nv,,54574,burgundy,—,chapman chry jeep,8900,11000,12,2014
2006,Mercedes-Benz,CLS-Class,CLS500,Sedan,automatic,wdddj75x66a063223,mi,19,99795,white,tan,crest lincoln inc,13250,6000,12,2014
2006,Mercedes-Benz,M-Class,ML350,SUV,automatic,4jgbb86e66a104267,ca,23,103963,black,gray,redline european,9550,7000,12,2014
2006,Mercedes-Benz,M-Class,ML350,SUV,automatic,4jgbb86ex6a011851,ga,25,110872,silver,black,one source autos inc,9750,8300,12,2014
2006,Mercedes-Benz,M-Class,ML350,SUV,automatic,4jgbb86e66a015251,nc,44,89212,gray,black,primeritus remarketing/aas,9575,11100,1,2015
2006,mazda,mazda6,i,,,1yvfp84c765m61176,on,,183509,silver,—,gateway chevrolet inc,1225,2550,12,2014
2006,mazda,tribute,4wd i,,automatic,4f2yz94176km12803,tn,19,148437,gray,gray,professional financial services/knoxville,2075,2300,12,2014
2006,MINI,Cooper,S,Hatchback,automatic,wmwre33556tj40292,ga,39,77526,white,black,nalley toyota of roswell,5675,7300,12,2014
2006,Mercedes-Benz,E-Class,E350,Sedan,automatic,wdbuf56j36a866533,fl,,58855,blue,gray,classic auto brokers inc,8950,12800,12,2014
2006,Mercedes-Benz,E-Class,E350 4MATIC,Sedan,,wdbuf87j96x204551,on,34,105395,black,black,mercedes-benz,10550,11100,12,2014
2006,Mercedes-Benz,C-Class,C230 Sport,Sedan,automatic,wdbrf52h96a916022,fl,14,115980,burgundy,black,wells fargo dealer services,5425,3800,12,2014
2006,Mercedes-Benz,C-Class,C280 Luxury 4MATIC,Sedan,,wdbrf92j06f742306,on,43,80898,silver,black,mercedes-benz,7900,8400,12,2014
2006,mazda,mazda5,,,,jm1cr193x60129930,on,,123292,black,—,pickard lane leasing ltd,1825,3850,12,2014
2006,Mercedes-Benz,E-Class,E350,Sedan,automatic,wdbuf56j06a774179,pr,1,1,silver,black,cng auto group inc,10900,3000,12,2014
2006,Mercedes-Benz,E-Class,E350,Sedan,automatic,wdbuf56j56a808343,wi,,105402,gray,black,myrddin fleet services,7275,5400,12,2014
2006,Mercedes-Benz,C-Class,C230 Sport,Sedan,automatic,wdbrf52hx6f751049,fl,,108032,gray,gray,off lease only inc,5650,5100,12,2014
2006,Mercedes-Benz,E-Class,E350,Sedan,automatic,wdbuf56jx6a855965,fl,28,53212,blue,beige,mercedes benz of delray,9875,10200,12,2014
2006,Mercedes-Benz,E-Class,E350,Sedan,automatic,wdbuf56jx6a789580,az,,99244,silver,black,trans pacific leasing llc,7575,6500,12,2014
2006,Mercedes-Benz,E-Class,E320 CDI,Sedan,automatic,wdbuf26j96a872917,fl,35,140137,silver,gray,auto sails inc,8000,7800,2,2015
2006,Mazda,MX-5 Miata,Base,Convertible,automatic,jm1nc25f560107284,tx,,72187,red,—,country auto mart llc,7625,5800,12,2014
2006,Mercedes-Benz,M-Class,ML350,SUV,automatic,4jgbb86ex6a116938,il,,99908,silver,—,elite motors inc,10100,9500,12,2014
2006,Mercedes-Benz,M-Class,ML350,SUV,automatic,4jgbb86e66a081735,nj,,94952,silver,—,terryville chevrolet llc,10000,11300,12,2014
2006,Mercedes-Benz,E-Class,E350,Sedan,automatic,wdbuf56j86a974002,nv,28,106927,gray,—,members auto brokerage service inc,7650,7400,1,2015
2006,mazda,mazda5,sport,,,jm1cr293760129177,az,,140739,silver,—,cag acceptance,2700,2700,12,2014
2006,mercedes,b200,,,,wddfh33x76j047922,on,,130948,blue,—,automobile plaza ltd,4150,3750,12,2014
2006,Mercedes-Benz,CLK-Class,CLK500,Coupe,automatic,wdbtj75j36f168725,ma,29,96107,silver,gray,remarketing by ge/flagship credit acceptance,7450,6700,1,2015
2006,Mercedes-Benz,E-Class,E350,Sedan,automatic,wdbuf56j96a959718,fl,23,121859,silver,—,mercedes-benz finc wholesale advantage,6825,6400,12,2014
2006,Mercedes-Benz,C-Class,C55 AMG,Sedan,automatic,wdbrf76j46f831844,il,,94368,gray,—,signature auto enterprises inc,9850,10900,12,2014
2006,Mercedes-Benz,E-Class,E350 4MATIC,Sedan,,wdbuf87j66x204023,il,,129166,black,—,chignoli auto sales inc,6650,5300,12,2014
2006,Mazda,Mazda3,s,Sedan,manual,jm1bk324561454929,ny,,148039,silver,gray,j & j auto sales,3475,1850,12,2014
2006,Mercedes-Benz,C-Class,C280 Luxury 4MATIC,Sedan,automatic,wdbrf92h46f741625,ga,29,102056,black,tan,nalley lexus smyrna,5775,5700,12,2014
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d86n377440,az,,135175,red,gray,bell ford inc,3250,3000,12,2014
2006,nissan,350z,,,automatic,jn1az34d26m310986,nj,,111650,black,—,valley auto llc,6900,7800,12,2014
